source_dbs,source_ids,doi,pmid,title,year,publication_date,work_type,venue,cited_by_count,url,query_tasks,included,exclusion_reason,class_code,class_en,class_zh,primary_task,task_en,task_zh,evidence_tier,abstract
Europe PMC,MED:30848050,10.1002/ejp.1390,30848050,Does my pain affect your disgust? Cross-modal influence of first-hand aversive experiences in the appraisal of others' facial expressions.,2019,2019-04-01,,"European journal of pain (London, England)",9,https://doi.org/10.1002/ejp.1390,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Background</h4>Embodied models of social cognition argue that others' affective states are processed by re-enacting a sensory-specific representation of the same state in the observer. However, neuroimaging studies suggest that a reliable part of the representation shared between self and others is supramodal and relates to dimensions such as Unpleasantness or arousal, common to qualitatively different experiences. Here we investigated whether representations of first-hand pain and disgust influenced the subsequent evaluation of facial expressions in Modality-specific fashion, or in terms of Unpleasantness or arousal.<h4>Methods</h4>Thirty volunteers were subjected to thermal painful and olfactory disgusting events, and subsequently were asked to classify computer-generated faces expressing pain (characterized by high Unpleasantness and arousal), disgust (high Unpleasantness and low arousal), surprise (low Unpleasantness and high arousal) and hybrid combinations thereof.<h4>Results</h4>Thermal and olfactory events were associated with comparable Unpleasantness ratings and heart rate (but stronger galvanic response was found for painful temperatures). Furthermore, we found that the appraisal of facial expressions was biased by the prior stimulus, with more frequent pain classifications following thermal stimuli, and more frequent disgust classifications following olfactory stimuli. Critically, this modulation was cross-modal in nature, as each first-hand stimulation influenced in comparable fashion facial traits diagnostic of both pain and disgust, without instead generalizing to features of surprise.<h4>Conclusion</h4>Overall, these data support the presence of shared coding between one's aversive experiences and the appraisal of others' facial responses, which is best describable as supramodal representation of the Unpleasantness of the experience.<h4>Significance</h4>These results extend previous findings about common representational coding between the experience of first-hand and others' pain. In particular, they highlight that reliable part of the information shared is supramodal in nature and relates to a broad dimension of Unpleasantness common also to painless aversive states such as disgust."
OpenAlex,W2945184309,10.4018/ijrqeh.2019070104,,ENDORSE Concept,2019,2019-05-14,article,International Journal of Reliable and Quality E-Healthcare,3,https://doi.org/10.4018/ijrqeh.2019070104,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Hospitals are considered a field of logistic robotics of high commercial potential and therefore a handful of mobile robot solutions exist. However, they have failed to trigger widespread acceptance by the market. The ENDORSE system will pursue 4 innovation pillars: an infrastructure-less multi-robot navigation, i.e. minimum installation of sensors and communications buses inside the building for the localization of robots, targets and docking stations; advanced HRI for resolving deadlocks and achieving efficient sharing of space resources in crowded environments; the deployment of ENDORSE software as a cloud-based service facilitating its integration with corporate software solutions such as ERP and CRM, complying with GDPR data security requirements; and allowing for reconfigurable and modular hardware architectures so that diverse modules can be easily swapped. ENDORSE functionality will be demonstrated via the integration of an e-diagnostic support module for vital signs monitoring, facilitating connectivity to cloud-based EHR, and validated in an operational hospital environment for realistic assessment."
Europe PMC,MED:31810275,10.3390/s19235308,31810275,Embodied Emotion Recognition Based on Life-Logging.,2019,2019-12-02,,"Sensors (Basel, Switzerland)",1,https://doi.org/10.3390/s19235308,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Embodied emotion is associated with interaction among a person's physiological responses, behavioral patterns, and environmental factors. However, most methods for determining embodied emotion has been considered on only fragmentary independent variables and not their inter-connectivity. This study suggests a method for determining the embodied emotion considering interactions among three factors: the physiological response, behavioral patterns, and an environmental factor based on life-logging. The physiological response was analyzed as heart rate variability (HRV) variables. The behavioral pattern was calculated from features of Global Positioning System (GPS) locations that indicate spatiotemporal property. The environmental factor was analyzed as the ambient noise, which is an external stimulus. These data were mapped with the emotion of that time. The emotion was evaluated on a seven-point scale for arousal level and valence level according to Russell's model of emotion. These data were collected from 79 participants in daily life for two weeks. Their relationships among data were analyzed by the multiple regression analysis, after pre-processing the respective data. As a result, significant differences between the arousal level and valence level of emotion were observed based on their relations. The contributions of this study can be summarized as follows: (1) The emotion was recognized in real-life for a more practical application; (2) distinguishing the interactions that determine the levels of arousal and positive emotion by analyzing relationships of individuals' life-log data. Through this, it was verified that emotion can be changed according to the interaction among the three factors, which was overlooked in previous emotion recognition."
Europe PMC,MED:30565801,10.1111/pcn.12799,30565801,Emotional expression in psychiatric conditions: New technology for clinicians.,2019,2018-12-25,,Psychiatry and clinical neurosciences,31,https://doi.org/10.1111/pcn.12799,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Aim</h4>Emotional expressions are one of the most widely studied topics in neuroscience, from both clinical and non-clinical perspectives. Atypical emotional expressions are seen in various psychiatric conditions, including schizophrenia, depression, and autism spectrum conditions. Understanding the basics of emotional expressions and recognition can be crucial for diagnostic and therapeutic procedures. Emotions can be expressed in the face, gesture, posture, voice, and behavior and affect physiological parameters, such as the heart rate or body temperature. With modern technology, clinicians can use a variety of tools ranging from sophisticated laboratory equipment to smartphones and web cameras. The aim of this paper is to review the currently used tools using modern technology and discuss their usefulness as well as possible future directions in emotional expression research and treatment strategies.<h4>Methods</h4>The authors conducted a literature review in the PubMed, EBSCO, and SCOPUS databases, using the following key words: 'emotions,' 'emotional expression,' 'affective computing,' and 'autism.' The most relevant and up-to-date publications were identified and discussed. Search results were supplemented by the authors' own research in the field of emotional expression.<h4>Results</h4>We present a critical review of the currently available technical diagnostic and therapeutic methods. The most important studies are summarized in a table.<h4>Conclusion</h4>Most of the currently available methods have not been adequately validated in clinical settings. They may be a great help in everyday practice; however, they need further testing. Future directions in this field include more virtual-reality-based and interactive interventions, as well as development and improvement of humanoid robots."
Europe PMC,MED:31331575,10.1016/j.ctim.2019.04.007,31331575,Personal perception and body awareness of dysmenorrhea and the effects of rhythmical massage therapy and heart rate variability biofeedback-A qualitative study in the context of a randomized controlled trail.,2019,2019-04-21,,Complementary therapies in medicine,8,https://doi.org/10.1016/j.ctim.2019.04.007,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Objective</h4>The purpose was to involve women's personal experiences of daily life with primary dysmenorrhea (PD) and their body perceptions of the dysmenorrhea-related symptoms in relation to the treatment procedure and to explore the perception of Heart Rate Variability Biofeedback (HRV-BF) or Rhythmical Massage (RM) according to Ita Wegman as a therapeutic intervention within the framework of Anthroposophic Medicine (AM).<h4>Design</h4>From 60 women who participated in our randomized controlled trial analyzing the effects of HRV-BF or RM, we examined 14 women to get an in-depth understanding of this prevalent disease, using a qualitative design. The women drew their body image before and after the 3-month-intervention on body silhouette diagrams and described their body-perceptions. Semi-structured interviews were conducted and analyzed using content analysis.<h4>Results</h4>Women perceive dysmenorrhea as a disturbance of their daily lives. The body images showed the variations of experience, from misbalances of body perception to overwhelming attacks of pain hindering a normal life for several days per month. Perception of therapeutic interventions range from relaxing without effects on complaints to important changes and benefits on the physical, emotional, and/or social level. Both therapies can support stronger self-awareness through enabling a more differentiated sense of body-awareness, sometimes resulting in women experiencing fewer limitations in their daily lives. Effects may be influenced by the readiness to resonate with the therapeutic process. Qualitative interviews and body images can serve as tools to integrate individuality and help to integrate embodied more or less conscious aspects of complaints.<h4>Conclusions</h4>The body silhouette diagram could be used systematically to include reflections of embodiment in the therapeutic and research settings and help to diagnose in advance the ability of participants to resonate with interventions. RM and HRV-BF influence self-awareness and may enable salutogenic and self-management capacities. For more effective treatment it may be helpful to make treatment suggestions based on an integrative individual history that includes preferences, expectations and a body silhouette diagram."
Europe PMC,PPR:PPR90456,10.1101/748707,,The choreography of human attraction: physiological synchrony in a blind date setting,2019,2019-08-29,,,4,https://doi.org/10.1101/748707,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Humans are social animals whose mental wellbeing is shaped by the ability to attract and connect with each other. In a dating world, in which success can be determined by brief interactions, apart from physical features, there is a whole choreography of movements, physical reactions and subtle expressions that drive humans’ sexual attraction. To determine what drives attraction, we measured nonverbal dynamics between people during real-life interactions outside the laboratory, where dating is most relevant. Participants wore eye-tracking glasses with embedded cameras, and devices to measure physiological signals including heart rate and skin conductance. Crucially, visible signals that can be controlled, such as facial expressions or gaze, did not predict attraction. Instead, attraction was predicted by synchrony in heart rate and skin conductance between partners, which are unconscious and difficult to regulate. Our findings suggest that shared emotionality is vital for mutual attraction. Moreover, physiological synchrony may provide a medium for translating visible expressions into embodied emotions, which can turn into intentions via somatosensory simulation. <h4>Significance Statement</h4>  In our modern world where millions of people meet online without interacting face-to-face, the question “what defines attraction” has become very relevant. In this study, we used modern technologies to lay down a foundation for the processes that drive human attraction during real-life interactions. Contrary to common belief, we found that attraction is not predicted by a frequency of expression or eye fixation duration, nor is linearly related to the participant’s autonomic nervous system activity. Importantly, we found that the more a participant synchronized their heart rate and skin conductance with their partner, the more they felt attracted toward that person. This study reveals a fundamental physiological process that plays a role in the formation of romantic relations."
Europe PMC,MED:32513113; PPR:PPR170103,10.21203/rs.2.11609/v5,32513113,A preliminary assessment of vital-signs-integrated patient-assisted intravenous opioid analgesia (VPIA) for postsurgical pain,2020,2020-06-01,,BMC anesthesiology,2,https://doi.org/10.21203/rs.2.11609/v5,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<title>Abstract</title>  <p><bold>Background:</bold> We developed a Vital-signs-integrated Patient-assisted Intravenous opioid Analgesia (VPIA) analgesic infusion pump, a closed-loop vital signs monitoring and drug delivery system which embodied in a novel algorithm that took into account patients’ vital signs (oxygen saturation, heart rate). The system aimed to allow responsive titration of personalized pain relief to optimize pain relief and reduce the risk of respiratory depression. Moreover, the system would be important to enable continuous monitoring of patients during delivery of opioid analgesia.<bold>Methods: </bold>Nineteen patients who underwent elective gynecological surgery with postoperative patient controlled analgesia (PCA) with morphine were recruited. The subjects were followed up from their admission to the recovery room/ ward for at least 24 hours until assessment of patient satisfaction on the VPIA analgesic infusion pump.<bold>Results:</bold> The primary outcome measure of incidence of oxygen desaturation showed all patients had at least one episode of oxygen desaturation (<95%) during the study period. Only 6 (31.6%) patients had oxygen desaturation that persisted for more than 5 minutes. The median percentage time spent during treatment that oxygen saturation fell below 95% was 1.9%. Fourteen (73.7%) out of 19 patients encountered safety pause, due to transient oxygen desaturation or bradycardia. The patients’ median [IQR] pain scores at rest and at movement after post-op 24 hours were 0.0 [2.0] and 3.0 [2.0], respectively. The average morphine consumption in the first 24 hours was 12.5 ± 7.1mg. All patients were satisfied with their experience with the VPIA analgesic infusion pump. <bold>Conclusions:</bold> The use of VPIA analgesic infusion pump, when integrated with continuous vital sign monitor and variable lockout algorithm, was able to provide pain relief with good patient satisfaction.<bold>Keywords:</bold> infusion pump, postoperative pain, vital sign monitoring, oxygen desaturation.<bold>Trial registration:</bold> This study was registered on clinicaltrials.gov registry (NCT02804022) on 28 Feb 2016.</p>"
OpenAlex,W3077027693; W4234685916,10.36227/techrxiv.12811982.v1,,Agile mobile robotic platform for contactless vital signs monitoring,2020,2020-08-18,preprint,,12,https://doi.org/10.36227/techrxiv.12811982.v1,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Core (title-explicit),"The COVID-19 pandemic has accelerated methods to facilitate contactless evaluation of patients in hospital settings. By minimizing unnecessary in-person contact with individuals who may have COVID-19 disease, healthcare workers (HCW) can prevent disease transmission, and conserve personal protective equipment. Obtaining vital signs is a ubiquitous task that is commonly done in-person. To eliminate the need for in-person contact for vital signs measurement in the hospital setting, we developed Dr. Spot, an agile quadruped robotic system that comprises a set of contactless monitoring systems for measuring vital signs and a tablet computer to enable face-to-face medical interviewing. Dr. Spot is teleoperated by trained clinical staff to facilitate enhanced telemedicine. Specifically, it has the potential to simultaneously measure skin temperature, respiratory rate, heart rate, and blood oxygen saturation simultaneously while maintaining social distancing from the patients. This is important because fluctuations in vital sign parameters are commonly used in algorithmic decisions to admit or discharge individuals with COVID-19 disease. Here, we deployed Dr. Spot in a hospital setting with the ability to measure the vital signs from healthy volunteers from which the measurements of elevated skin temperature screening, respiratory rate, heart rate, and SpO2 were carefully verified with ground-truth sensors."
Europe PMC,MED:32231606,10.3389/fpsyg.2020.00284,32231606,Apology and Restitution: The Psychophysiology of Forgiveness After Accountable Relational Repair Responses.,2020,2020-03-13,,Frontiers in psychology,5,https://doi.org/10.3389/fpsyg.2020.00284,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Apology and restitution each represents wrongdoers' accountable repair responses that have promoted victims' self-reported empathy and forgiveness in crime scenario research. The current study measured emotional and stress-related dependent variables including physiological measures, to illuminate the links between predictors of forgiveness and health-relevant side effects. Specifically, we tested the independent and interactive effects of apology and restitution on forgiveness, emotion self-reports, and facial responses, as well as cardiac measures associated with stress in 32 males and 29 females. Apology and restitution each independently increased empathy, forgiveness, gratitude, and positive emotions, while reducing unforgiveness, negative emotion, and muscle activity above the brow (corrugator supercilii, CS). The presence of a thorough apology-regardless of whether restitution was present-also calmed heart rate, reduced rate pressure products indicative of cardiac stress, and decreased muscle activity under the eye (orbicularis oculi, OO). Interactions pointed to the more potent effects of restitution compared to apology for reducing unforgiveness and anger, while elevating positivity and gratitude. The findings point to distinctive impacts of apology and restitution as factors that foster forgiveness, along with emotional and embodied changes relevant to health."
Europe PMC; OpenAlex,MED:32911971; W3085573522,10.1089/end.2020.0208,32911971,Robot-Assisted Nephrectomy Using the Newly Developed <i>EDGE SP1000</i> Single-Port Robotic Surgical System: A Feasibility Study in Porcine Model,2020,2020-09-11,article,Journal of Endourology,12,https://doi.org/10.1089/end.2020.0208,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<b><i>Objectives:</i></b> To evaluate the feasibility and safety of the <i>EDGE SP1000</i> single-port robotic platform by performing nephrectomy in live porcine model. <b><i>Materials and Methods:</i></b> Robotic nephrectomy was performed on sample group of five gilts using the <i>EDGE SP1000</i> single-port robotic system. The continuous vital signs of all gilts were monitored throughout the operation to examine the safety of the operation. Data regarding surgical complications and technical difficulties throughout the operation were recorded for future evaluation. Finally, the survival of the sample gilts 2 weeks after the operation were recorded. <b><i>Results:</i></b> The robot-assisted nephrectomy yielded an impressive result that all sample gilts survived after 2 weeks. Furthermore, neither surgical complications nor technical difficulties were encountered during the operation. The average duration to establish the operation channel was 12.4 ± 1.52 minutes, the average time taken to install <i>EDGE SP1000</i> single-port robotic system was 2.8 ± 0.84 minutes, the average time to dissociate and remove the kidney was 47 ± 5.61 minutes, and average total operational duration was 71 ± 5.24 minutes. Most importantly, the surgeon and assistant who were using the system found it convenient and performed excellently during the operation. <b><i>Conclusions:</i></b> This study shows that the <i>EDGE SP1000</i> single-port robotic surgical system is safe and feasible for the use of nephrectomy in gilts. Our further research will expand the application of the <i>EDGE SP1000</i> system to other urologic procedures and accumulate more preclinical data for further clinical trial."
Europe PMC,MED:31525646,10.1016/j.cognition.2019.104053,31525646,Wearing your heart on your screen: Investigating congruency-effects in autonomic responses and their role in interoceptive processing during biofeedback.,2020,2019-09-13,,Cognition,11,https://doi.org/10.1016/j.cognition.2019.104053,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"The experience of one's embodied sense of self is dependent on the integration of signals originating both from within and outwith one's body. During the processing and integration of these signals, the bodily self must maintain a fine balance between stability and malleability. Here we investigate the potential role of autonomic responses in interoceptive processing and their contribution to the stability of the bodily self. Using a biofeedback paradigm, we manipulated the congruency of cardiac signals across two hierarchical levels: (i) the low-level congruency between a visual feedback and participant's own cardiac signal and (ii) the high-level congruency between the participants' beliefs about the identity of the cardiac feedback and its true identity. We measured the effects of these manipulations on high-frequency heart rate variability (HF-HRV), a selective index of phasic vagal cardiac control. In Experiment 1, HF-HRV was sensitive to low-level congruency, independently of whether participants attempted to regulate or simply attend to the biofeedback. Experiment 2 revealed a higher-level congruency effect, as participants' prior veridical beliefs increased HF-HRV while when false they decreased HF-HRV. Our results demonstrate that autonomic changes in HF-HRV are sensitive to congruencies across multiple hierarchical levels. Our findings have important theoretical implications for predictive coding models of the self as they pave the way for a more direct way to track the subtle changes in the co-processing of the internal and external milieus."
arXiv,2103.07987v1,,,"""Warm Bodies"": A Post-Processing Technique for Animating Dynamic Blood Flow on Photos and Avatars",2021,2021-03-14,preprint,"arXiv [cs.HC, cs.GR]",0,http://arxiv.org/abs/2103.07987v1,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"What breathes life into an embodied agent or avatar? While body motions such as facial expressions, speech and gestures have been well studied, relatively little attention has been applied to subtle changes due to underlying physiology. We argue that subtle pulse signals are important for creating more lifelike and less disconcerting avatars. We propose a method for animating blood flow patterns, based on a data-driven physiological model that can be used to directly augment the appearance of synthetic avatars and photo-realistic faces. While the changes are difficult for participants to ""see"", they significantly more frequently select faces with blood flow as more anthropomorphic and animated than faces without blood flow. Furthermore, by manipulating the frequency of the heart rate in the underlying signal we can change the perceived arousal of the character."
OpenAlex,W3122513307,10.1002/admt.202000938,,3D Origami Sensing Robots for Cooperative Healthcare Monitoring,2021,2021-01-25,article,Advanced Materials Technologies,44,https://doi.org/10.1002/admt.202000938,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Abstract In this study, cooperative healthcare sensing robots that closely monitor and evaluate the patients’ muscle functions through gait analysis and electromyography (EMG) are developed. By integrating the biological sensors, the sensing robot can recognize the vital signs. The sensing robots are developed by the design and optimization of their architectures and materials using a green strategy. To achieve mechanically durable robot designs, 3D origami structures are used with specific optimum criteria. Different sensing robot applications are created through the 3D origami insole and humanoid hands for healthcare monitoring. The smart insole built with 3D origami monitors the foot pressure distribution for gait analysis of patients, and the humanoid hand equipped with the 3D origami‐structured EMG fingers cooperatively detects EMG signals. Such cooperative sensing robots hold considerable promise for healthcare monitoring with convenience for patients with quality of care, because the robots can derive empathetic adaptability with humans."
Europe PMC,MED:33095109,10.1089/tmj.2020.0215,33095109,Assessment of User Needs for Telemedicine Robots in a Developing Nation Hospital Setting.,2021,2020-10-23,,Telemedicine journal and e-health : the official journal of the American Telemedicine Association,7,https://doi.org/10.1089/tmj.2020.0215,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<b><i>Background:</i></b> This study aimed to investigate the needs of medical users of telemedicine robots to encourage international cooperation and development. <b><i>Introduction:</i></b> As the use of telemedicine expands, it is necessary to develop new systems, including robots, which consider the perceived needs of end users to ensure quality of care and positive user experience. <b><i>Materials and Methods:</i></b> A survey of medical staff was conducted at a hospital in Vietnam to investigate users' needs for a telemedicine robot system. <b><i>Results:</i></b> A total of 117 medical staff participated in the survey, comprising 74 nurses and 43 doctors. The most preferred type of robot was the humanoid type, female version, and the preferred mobility type was walking. The most requested functions were ""heart rate measurement,"" ""recognition and avoidance of obstacles,"" ""oxygen saturation measurement,"" ""Transmitting Medical Information,"" and ""wireless system."" In addition, the most important considerations in developing a robot system were ""cleaning the robot to prevent infection,"" followed by ""convenience of operation."" <b><i>Discussion:</i></b> The results of this study largely supported those of similar previous studies. However, some differences may reflect the cultural variation or differences in the level of medical development across contexts. <b><i>Conclusion:</i></b> To apply robotic systems to help develop telemedicine internationally, it is essential to develop a robot that reflects actual users' needs. If relevant matters such as legal issues are considered and addressed, an appropriate robotic telemedicine system can be successfully developed. Consequently, telemedicine can improve the quality of local medical care, strengthen practitioner capacity, and improve outcomes."
Europe PMC,MED:33662134,10.1001/jamanetworkopen.2021.0667,33662134,Assessment of the Acceptability and Feasibility of Using Mobile Robotic Systems for Patient Evaluation.,2021,2021-03-01,,JAMA network open,10,https://doi.org/10.1001/jamanetworkopen.2021.0667,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Importance</h4>Before the widespread implementation of robotic systems to provide patient care during the COVID-19 pandemic occurs, it is important to understand the acceptability of these systems among patients and the economic consequences associated with the adoption of robotics in health care settings.<h4>Objective</h4>To assess the acceptability and feasibility of using a mobile robotic system to facilitate health care tasks.<h4>Design, setting, and participants</h4>This study included 2 components: a national survey to examine the acceptability of using robotic systems to perform health care tasks in a hospital setting and a single-site cohort study of patient experiences and satisfaction with the use of a mobile robotic system to facilitate triage and telehealth tasks in the emergency department (ED). The national survey comprised individuals living in the US who participated in a sampling-based survey via an online analytic platform. Participants completed the national survey between August 18 and August 21, 2020. The single-site cohort study included patients living in the US who presented to the ED of a large urban academic hospital providing quaternary care in Boston, Massachusetts between April and August 2020. All data were analyzed from August to October 2020.<h4>Exposures</h4>Participants in the national survey completed an online survey to measure the acceptability of using a mobile robotic system to perform health care tasks (facilitating telehealth interviews, acquiring vital signs, obtaining nasal or oral swabs, placing an intravenous catheter, performing phlebotomy, and turning a patient in bed) in a hospital setting in the contexts of general interaction and interaction during the COVID-19 pandemic. Patients in the cohort study were exposed to a mobile robotic system, which was controlled by an ED clinician and used to facilitate a triage interview. After exposure, patients completed an assessment to measure their satisfaction with the robotic system.<h4>Main outcomes and measures</h4>Acceptability of the use of a mobile robotic system to facilitate health care tasks in a hospital setting (national survey) and feasibility and patient satisfaction regarding the use of a mobile robotic system in the ED (cohort study).<h4>Results</h4>For the national survey, 1154 participants completed all acceptability questions, representing a participation rate of 35%. After sample matching, a nationally representative sample of 1000 participants (mean [SD] age, 48.7 [17.0] years; 535 women [53.5%]) was included in the analysis. With regard to the usefulness of a robotic system to perform specific health care tasks, the response of ""somewhat useful"" was selected by 373 participants (37.3%) for facilitating telehealth interviews, 350 participants (35.0%) for acquiring vital signs, 307 participants (30.7%) for obtaining nasal or oral swabs, 228 participants (22.8%) for placing an intravenous catheter, 249 participants (24.9%) for performing phlebotomy, and 371 participants (37.1%) for turning a patient in bed. The response of ""extremely useful"" was selected by 287 participants (28.7%) for facilitating telehealth interviews, 413 participants (41.3%) for acquiring vital signs, 192 participants (19.2%) for obtaining nasal or oral swabs, 159 participants (15.9%) for placing an intravenous catheter, 167 participants (16.7%) for performing phlebotomy, and 371 participants (37.1%) for turning a patient in bed. In the context of the COVID-19 pandemic, the median number of individuals who perceived the application of robotic systems to be acceptable for completing telehealth interviews, obtaining nasal and oral swabs, placing an intravenous catheter, and performing phlebotomy increased. For the ED cohort study, 51 individuals were invited to participate, and 41 participants (80.4%) enrolled. One participant was unable to complete the study procedures because of a signaling malfunction in the robotic system. Forty patients (mean [SD] age, 45.8 [2.7] years; 29 women [72.5%]) completed the mobile robotic system-facilitated triage interview, and 37 patients (92.5%) reported that the interaction was satisfactory. A total of 33 participants (82.5%) reported that their experience of receiving an interview facilitated by a mobile robotic system was as satisfactory as receiving an in-person interview from a clinician.<h4>Conclusions and relevance</h4>In this study, a mobile robotic system was perceived to be acceptable for use in a broad set of health care tasks among survey respondents across the US. The use of a mobile robotic system enabled the facilitation of contactless triage interviews of patients in the ED and was considered acceptable among participants. Most patients in the ED rated the quality of mobile robotic system-facilitated interaction to be equivalent to in-person interaction with a clinician."
Europe PMC,PPR:PPR415428,10.31234/osf.io/cr7x9,,"Human freezing responses to virtual characters in immersive virtual reality are impacted by body expression, group affiliation and threat proximity",2021,2021-11-03,,,0,https://doi.org/10.31234/osf.io/cr7x9,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<p>Social threat requires fast adaptive reactions. One prominent threat-coping behavior present in humans is freezing, of which heart rate deceleration and reduced postural mobility are two key components. Previous studies focused mainly on freezing reactions in rodents, but now virtual reality offers unique possibilities for controlled and ecologically valid lab-based experiments. Using immersive virtual reality, this study examined how several understudied aspects of social threat, i.e., emotional body expressions, group affiliation, and distance from the potential threat, affect freezing behavior in humans. Reduced heart rate and postural mobility were observed in participants when they faced aggressive-looking and proximal avatars. Freezing was also observed for ingroup aggression when participants were embodied in a black-skinned virtual body and faced black-skinned aggressive and proximal avatars. Our results, based on a highly ecological virtual reality paradigm, provide novel evidence on the social factors that elicit freezing behavior in humans.</p>"
Europe PMC,MED:34391413,10.1186/s12911-021-01603-w,34391413,Patients-centered SurvivorShIp care plan after Cancer treatments based on Big Data and Artificial Intelligence technologies (PERSIST): a multicenter study protocol to evaluate efficacy of digital tools supporting cancer survivors.,2021,2021-08-14,,BMC medical informatics and decision making,16,https://doi.org/10.1186/s12911-021-01603-w,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Background</h4>It is encouraging to see a substantial increase in individuals surviving cancer. Even more so since most of them will have a positive effect on society by returning to work. However, many cancer survivors have unmet needs, especially when it comes to improving their quality of life (QoL). Only few survivors are able to meet all of the recommendations regarding well-being and there is a body of evidence that cancer survivors' needs often remain neglected from health policy and national cancer control plans. This increases the impact of inequalities in cancer care and adds a dangerous component to it. The inequalities affect the individual survivor, their career, along with their relatives and society as a whole. The current study will evaluate the impact of the use of big data analytics and artificial intelligence on the self-efficacy of participants following intervention supported by digital tools. The secondary endpoints include evaluation of the impact of patient trajectories (from retrospective data) and patient gathered health data on prediction and improved intervention against possible secondary disease or negative outcomes (e.g. late toxicities, fatal events).<h4>Methods/design</h4>The study is designed as a single-case experimental prospective study where each individual serves as its own control group with basal measurements obtained at the recruitment and subsequent measurements performed every 6 months during follow ups. The measurement will involve CASE-cancer, Patient Activation Measure and System Usability Scale. The study will involve 160 survivors (80 survivors of Breast Cancer and 80 survivors of Colorectal Cancer) from four countries, Belgium, Latvia, Slovenia, and Spain. The intervention will be implemented via a digital tool (mHealthApplication), collecting objective biomarkers (vital signs) and subjective biomarkers (PROs) with the support of a (embodied) conversational agent. Additionally, the Clinical Decision Support system (CDSS), including visualization of cohorts and trajectories will enable oncologists to personalize treatment for an efficient care plan and follow-up management.<h4>Discussion</h4>We expect that cancer survivors will significantly increase their self-efficacy following the personalized intervention supported by the m-HealthApplication compared to control measurements at recruitment. We expect to observe improvement in healthy habits, disease self-management and self-perceived QoL. Trial registration ISRCTN97617326. https://doi.org/10.1186/ISRCTN97617326 . Original Registration Date: 26/03/2021."
