task_code,task,paper_key,title,year,doi,sources,record_urls,public_available,public_urls,screening
A2,机器人胃肠内镜巡检,doi:10.1053/j.gastro.2005.12.018,"The Aer-O-Scope: Proof of Concept of a Pneumatic, Skill-Independent, Self-Propelling, Self-Navigating Colonoscope",2006,10.1053/j.gastro.2005.12.018,OpenAlex,https://openalex.org/W2061006952,yes,http://www.gastrojournal.org/article/S001650850502528X/pdf,precision automated title candidate; manual verification pending
A2,机器人胃肠内镜巡检,doi:10.1016/j.cmpb.2025.109013,Toward autonomous robotic gastroscopy with a novel interventional keypoint and polyp detection system.,2025,10.1016/j.cmpb.2025.109013,Europe PMC,https://europepmc.org/article/MED/40829333,no_location_identified,,precision automated title candidate; manual verification pending
A2,机器人胃肠内镜巡检,doi:10.1007/978-3-319-54377-2_10,"Towards Tracking a Semi-autonomous, Pneumatic Colonoscope Robot",2017,10.1007/978-3-319-54377-2_10,OpenAlex,https://openalex.org/W2613788697,no_location_identified,,precision automated title candidate; manual verification pending
A2,机器人胃肠内镜巡检,doi:10.1016/j.measurement.2023.112658,Visual servo control of endoscope-holding robot based on multi-objective optimization: System modeling and instrument tracking,2023,10.1016/j.measurement.2023.112658,OpenAlex,https://openalex.org/W4322627128,no_location_identified,,precision automated title candidate; manual verification pending
A2,机器人胃肠内镜巡检,doi:10.3109/03091902.2012.673687,Wireless technologies for robotic endoscope in gastrointestinal tract.,2012,10.3109/03091902.2012.673687,Europe PMC,https://europepmc.org/article/MED/22594607,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1299/jsmewes.2008.137,1E3-6 Development of self-propelled capsule endoscopy having DDS function,2008,10.1299/jsmewes.2008.137,OpenAlex,https://openalex.org/W2725202462,yes,https://www.jstage.jst.go.jp/article/jsmewes/2008/0/2008_137/_pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/tro.2013.2266754,3-D Localization Method for a Magnetically Actuated Soft Capsule Endoscope and Its Applications.,2013,10.1109/tro.2013.2266754,Europe PMC,https://europepmc.org/article/MED/25383064,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC4224301/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,title:3dprintedanisotropicsoftmagneticcoatingfordirectionalrollingofamagneticallyactuatedcapsulerobot,3D-Printed Anisotropic Soft Magnetic Coating for Directional Rolling of a Magnetically Actuated Capsule Robot,2026,,arXiv,http://arxiv.org/abs/2602.10688v1,yes,http://arxiv.org/pdf/2602.10688v1,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/pimrcw.2019.8880830,5D Magnetic Localization for Wireless Capsule Endoscopy Using the Levenberg-Marquardt Method and Artificial Bee Colony Algorithm,2019,10.1109/pimrcw.2019.8880830,OpenAlex,https://openalex.org/W2981494324,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1002/ueg2.12339,5G‐based remote magnetically controlled capsule endoscopy for examination of the stomach and small bowel,2022,10.1002/ueg2.12339,Europe PMC; OpenAlex,https://europepmc.org/article/MED/36416805; https://openalex.org/W4309825812,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ueg2.12339; https://pmc.ncbi.nlm.nih.gov/articles/PMC9892422/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/tbcas.2026.3672399,A Bimodal Imaging Wireless Capsule Endoscopy System With Precise Linear Magnetic Navigation and Motion-Robust Power Transfer.,2026,10.1109/tbcas.2026.3672399,Europe PMC,https://europepmc.org/article/MED/41811720,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/te.2013.2281025,A Case Study on a Capsule Robot in the Gastrointestinal Tract to Teach Robot Programming and Navigation,2013,10.1109/te.2013.2281025,OpenAlex,https://openalex.org/W2026437452,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.cgh.2016.05.013,"Accuracy of Magnetically Controlled Capsule Endoscopy, Compared With Conventional Gastroscopy, in Detection of Gastric Diseases",2016,10.1016/j.cgh.2016.05.013,OpenAlex,https://openalex.org/W2402923555,yes,https://doi.org/10.1016/j.cgh.2016.05.013,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3390/mi17040471,A Compliant SMA-Actuated Capsule Robot with Integrated Locomotion and Steering for Wireless Capsule Endoscopy.,2026,10.3390/mi17040471,Europe PMC,https://europepmc.org/article/MED/42076247,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC13118210/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1055/s-0032-1310014,Active bleeding without identifiable lesion on capsule endoscopy,2012,10.1055/s-0032-1310014,Crossref,https://doi.org/10.1055/s-0032-1310014,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/bmei.2008.216,Active Blood Detection in a High Resolution Capsule Endoscopy using Color Spectrum Transformation,2008,10.1109/bmei.2008.216,OpenAlex,https://openalex.org/W2105130113,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s11517-023-02997-7,Active distance control in multi-capsule endoscopy via closed loop electromagnetic force between capsules.,2024,10.1007/s11517-023-02997-7,Europe PMC; OpenAlex,https://europepmc.org/article/MED/38158548; https://openalex.org/W4390402622,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2009.12.058,Active locomotion of a paddling-based capsule endoscope in an in vitro and in vivo experiment (with videos),2010,10.1016/j.gie.2009.12.058,OpenAlex,https://openalex.org/W2078812477,yes,https://ir.ymlib.yonsei.ac.kr/handle/22282913/101413,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s41315-017-0039-1,A deep learning based fusion of RGB camera information and magnetic localization information for endoscopic capsule robots,2017,10.1007/s41315-017-0039-1,Europe PMC; OpenAlex,https://europepmc.org/article/MED/29250590; https://openalex.org/W2768662421,yes,https://link.springer.com/content/pdf/10.1007/s41315-017-0039-1.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC5727155/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1088/0957-0233/23/1/015701,A discrete-time localization method for capsule endoscopy based on on-board magnetic sensing,2011,10.1088/0957-0233/23/1/015701,OpenAlex,https://openalex.org/W2168006223,yes,https://www.openaccessrepository.it/record/22376,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/biocas.2009.5372047,Advancing towards smart endoscopy with specific electronics to enable locomotion and focusing capabilities in a wireless endoscopic capsule robot,2009,10.1109/biocas.2009.5372047,OpenAlex,https://openalex.org/W2126510758,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3389/fmicb.2025.1687021,AI-powered three-category &lt;i&gt;Helicobacter pylori&lt;/i&gt; diagnosis via magnetic controlled capsule endoscopy: a multicenter validation of a vision-language model.,2025,10.3389/fmicb.2025.1687021,Europe PMC,https://europepmc.org/article/MED/41158765,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12554734/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/jtehm.2018.2837895,A Locomotion Control Platform With Dynamic Electromagnetic Field for Active Capsule Endoscopy,2018,10.1109/jtehm.2018.2837895,Europe PMC; OpenAlex,https://europepmc.org/article/MED/29888143; https://openalex.org/W2803351057,yes,https://doi.org/10.1109/jtehm.2018.2837895; https://pmc.ncbi.nlm.nih.gov/articles/PMC5991866/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1080/15368378.2019.1591440,A modified magnetic resonance wireless power transfer system for capsule endoscopy.,2019,10.1080/15368378.2019.1591440,Europe PMC,https://europepmc.org/article/MED/30873888,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.5946/ce.2020.127,A New Active Locomotion Capsule Endoscopy under Magnetic Control and Automated Reading Program.,2020,10.5946/ce.2020.127,Crossref; Europe PMC; OpenAlex,https://doi.org/10.5946/ce.2020.127; https://europepmc.org/article/MED/32746536; https://openalex.org/W3045894315,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC7403023/; https://www.e-ce.org/upload/pdf/ce-2020-127.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/tim.2021.3053056,An Optically Aided Magnetic Tracking Approach for Magnetically Actuated Capsule Robot,2021,10.1109/tim.2021.3053056,OpenAlex,https://openalex.org/W3123652698,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/icmre51691.2021.9384823,A Novel Design of A Locomotion System for Active Capsule Endoscopy,2021,10.1109/icmre51691.2021.9384823,OpenAlex,https://openalex.org/W3144209584,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/jsen.2019.2894386,A Novel Passive Magnetic Localization Wearable System for Wireless Capsule Endoscopy,2019,10.1109/jsen.2019.2894386,OpenAlex,https://openalex.org/W2912654229,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.cgh.2009.08.037,An Urgent Call to the Magnetic Resonance Scanner: Potential Dangers of Capsule Endoscopy,2009,10.1016/j.cgh.2009.08.037,OpenAlex,https://openalex.org/W2041109945,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s10620-014-3327-8,A Rapid and Accurate Method to Detect Active Small Bowel Gastrointestinal Bleeding on Video Capsule Endoscopy,2014,10.1007/s10620-014-3327-8,OpenAlex,https://openalex.org/W1997847193,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.sna.2016.03.020,A soft-magnet-based drug-delivery module for active locomotive intestinal capsule endoscopy using an electromagnetic actuation system,2016,10.1016/j.sna.2016.03.020,OpenAlex,https://openalex.org/W2299954058,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1053/j.gastro.2019.04.006,Aspiration of a Magnetically Controlled Capsule Endoscopy,2019,10.1053/j.gastro.2019.04.006,OpenAlex,https://openalex.org/W2937121455,yes,http://www.gastrojournal.org/article/S0016508519356860/pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2025.03.096,ASSISTED DIAGNOSIS OF PRECANCEROUS GASTRIC CONDITIONS BY COMBINING DEEP SELF- ORGANIZING COMPETITIVE NEURAL NETWORK WITH MAGNETICALLY CONTROLLED CAPSULE ENDOSCOPY,2025,10.1016/j.gie.2025.03.096,Crossref,https://doi.org/10.1016/j.gie.2025.03.096,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.4103/sjg.sjg_509_17,Association between patient characteristics and magnetically controlled capsule endoscopy findings,2018,10.4103/sjg.sjg_509_17,Europe PMC; OpenAlex,https://europepmc.org/article/MED/29652031; https://openalex.org/W2797223666,yes,https://doi.org/10.4103/sjg.sjg_509_17; https://pmc.ncbi.nlm.nih.gov/articles/PMC5985639/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3390/diagnostics11101878,Automated Bowel Polyp Detection Based on Actively Controlled Capsule Endoscopy: Feasibility Study,2021,10.3390/diagnostics11101878,OpenAlex,https://openalex.org/W3206307758,yes,https://www.mdpi.com/2075-4418/11/10/1878/pdf?version=1634693503,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/978-3-642-23626-6_18,Automatic Region-of-Interest Segmentation and Pathology Detection in Magnetically Guided Capsule Endoscopy,2011,10.1007/978-3-642-23626-6_18,OpenAlex,https://openalex.org/W22465955,yes,https://link.springer.com/content/pdf/10.1007/978-3-642-23626-6_18.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/lra.2022.3141378,Autonomous Magnetic Navigation Framework for Active Wireless Capsule Endoscopy Inspired by Conventional Colonoscopy Procedures,2022,10.1109/lra.2022.3141378,Crossref; OpenAlex,https://doi.org/10.1109/lra.2022.3141378; https://openalex.org/W4221108481,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/imws-bio.2014.7032425,A wireless power transmission system for robotic capsule endoscopy: Design and optimization,2014,10.1109/imws-bio.2014.7032425,OpenAlex,https://openalex.org/W2016329503,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1371/journal.pone.0219740,A wireless tattooing capsule endoscope using external electromagnetic actuation and chemical reaction pressure.,2019,10.1371/journal.pone.0219740,Europe PMC,https://europepmc.org/article/MED/31310612,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC6634410/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3390/mi13122111,Battery-Free Tattooing Mechanism-Based Functional Active Capsule Endoscopy.,2022,10.3390/mi13122111,Crossref; Europe PMC; OpenAlex,https://doi.org/10.3390/mi13122111; https://europepmc.org/article/MED/36557410; https://openalex.org/W4311045944,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC9786073/; https://www.mdpi.com/2072-666X/13/12/2111/pdf?version=1669965846,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1055/a-2889-0416,Benchmarking Detachable-string Magnetic Capsule Endoscopy against the Right Standard for Early Esophageal Squamous Cell Cancer.,2026,10.1055/a-2889-0416,Europe PMC,https://europepmc.org/article/MED/42369894,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1093/dote/doz104,Better view by detachable string magnetically controlled capsule endoscopy for esophageal observation: a retrospective comparative study,2020,10.1093/dote/doz104,OpenAlex,https://openalex.org/W3010508629,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2011.09.030,Blinded nonrandomized comparative study of gastric examination with a magnetically guided capsule endoscope and standard videoendoscope,2011,10.1016/j.gie.2011.09.030,OpenAlex,https://openalex.org/W2081263843,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1080/08998280.2013.11928979,Capsule Endoscopy Device Retention and Magnetic Resonance Imaging,2013,10.1080/08998280.2013.11928979,OpenAlex,https://openalex.org/W123906095,yes,https://www.tandfonline.com/doi/pdf/10.1080/08998280.2013.11928979?needAccess=true&role=button,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.54254/2755-2721/12/20230299,Capsule endoscopy robotics and SLAM technology,2023,10.54254/2755-2721/12/20230299,OpenAlex,https://openalex.org/W4386961207,yes,https://www.ewadirect.com/proceedings/ace/article/view/4317/pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s10689-014-9700-0,Capsule endoscopy versus magnetic resonance enterography for the detection of small bowel polyps in Peutz–Jeghers syndrome,2014,10.1007/s10689-014-9700-0,OpenAlex,https://openalex.org/W2020130823,yes,http://hdl.handle.net/11343/220401,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3748/wjg.v31.i24.105823,Carbonated soft drink for gastric preparation for magnetically controlled capsule endoscopy: An open-label randomized controlled trial.,2025,10.3748/wjg.v31.i24.105823,Europe PMC,https://europepmc.org/article/MED/40599190,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12207560/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1186/1475-925x-12-52,Chromoendoscopy in magnetically guided capsule endoscopy,2013,10.1186/1475-925x-12-52,OpenAlex,https://openalex.org/W2111708220,yes,https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/1475-925X-12-52,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s10620-019-05631-5,Clinical Efficiency and Safety of Magnetic-Controlled Capsule Endoscopy for Gastric Diseases in Aging Patients: Our Preliminary Experience,2019,10.1007/s10620-019-05631-5,OpenAlex,https://openalex.org/W2942823947,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.jmmm.2022.170268,Closed-loop active control of the magnetic capsule endoscope with a robotic arm based on image navigation,2022,10.1016/j.jmmm.2022.170268,OpenAlex,https://openalex.org/W4310906456,yes,https://www.sciencedirect.com/science/article/pii/S0304885322011532/pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.15607/rss.2016.xii.018,Closed Loop Control of a Tethered Magnetic Capsule Endoscope.,2016,10.15607/rss.2016.xii.018,Europe PMC,https://europepmc.org/article/MED/28286886,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC5345944/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1155/2016/6471945,Combination of Five Body Positions Can Effectively Improve the Rate of Gastric Mucosa’s Complete Visualization by Applying Magnetic-Guided Capsule Endoscopy,2016,10.1155/2016/6471945,OpenAlex,https://openalex.org/W2557652302,yes,https://downloads.hindawi.com/journals/grp/2016/6471945.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1155/2012/215028,Comparison between Capsule Endoscopy and Magnetic Resonance Enterography for the Detection of Polyps of the Small Intestine in Patients with Familial Adenomatous Polyposis,2012,10.1155/2012/215028,OpenAlex,https://openalex.org/W2009698889,yes,https://downloads.hindawi.com/journals/grp/2012/215028.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1055/s-2004-826041,Comparison of Capsule Endoscopy and Magnetic Resonance Imaging for the Detection of Polyps of the Small Intestine in Patients with Familial Adenomatous Polyposis or with Peutz-Jeghers’ Syndrome,2004,10.1055/s-2004-826041,OpenAlex,https://openalex.org/W2039518877,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1007/s00384-005-0755-0,Comparison of capsule endoscopy and magnetic resonance (MR) enteroclysis in suspected small bowel disease,2005,10.1007/s00384-005-0755-0,OpenAlex,https://openalex.org/W2062209981,yes,https://doi.org/10.5283/epub.769,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1055/s-0032-1309386,Comparison of magnetic resonance enteroclysis and capsule endoscopy with balloon-assisted enteroscopy in patients with obscure gastrointestinal bleeding,2012,10.1055/s-0032-1309386,OpenAlex,https://openalex.org/W2002629041,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1097/meg.0b013e32830ce7a7,Comparison of magnetic resonance enterography and video capsule endoscopy in evaluating small bowel disease,2008,10.1097/meg.0b013e32830ce7a7,OpenAlex,https://openalex.org/W2019853764,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1371/journal.pone.0151711,Correction: Development and Testing of a Magnetically Actuated Capsule Endoscopy for Obesity Treatment,2016,10.1371/journal.pone.0151711,OpenAlex,https://openalex.org/W2294846042,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0151711&type=printable,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1136/flgastro-2022-102256,"Cost comparison of oral, transnasal and magnet assisted capsule endoscopy in the examination of the upper gastrointestinal tract in patients with dyspepsia.",2023,10.1136/flgastro-2022-102256,Europe PMC,https://europepmc.org/article/MED/37409341,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11138180/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/access.2026.3693588,Curiosity-Driven Reinforcement Learning for Autonomous Navigation in Magnetically Controlled Capsule Endoscopy,2026,10.1109/access.2026.3693588,Crossref,https://doi.org/10.1109/access.2026.3693588,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1177/1756283x16633052,Current and future role of magnetically assisted gastric capsule endoscopy in the upper gastrointestinal tract.,2016,10.1177/1756283x16633052,Europe PMC; OpenAlex,https://europepmc.org/article/MED/27134661; https://openalex.org/W2341800469,yes,https://journals.sagepub.com/doi/pdf/10.1177/1756283X16633052; https://pmc.ncbi.nlm.nih.gov/articles/PMC4830104/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/lra.2021.3089147,"Design, Actuation, and Control of an MRI-Powered Untethered Robot for Wireless Capsule Endoscopy",2021,10.1109/lra.2021.3089147,OpenAlex,https://openalex.org/W3175779901,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/uffc-js60046.2024.10793517,Design and Control of A Magnetically-actuated Ultrasound Capsule Endoscope,2024,10.1109/uffc-js60046.2024.10793517,OpenAlex,https://openalex.org/W4405522268,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/icra46639.2022.9812117,Design and experimental investigation of a vibro-impact self-propelled capsule robot with orientation control,2022,10.1109/icra46639.2022.9812117,Crossref; OpenAlex,https://doi.org/10.1109/icra46639.2022.9812117; https://openalex.org/W4221145676,yes,https://ore.exeter.ac.uk/repository/bitstream/10871/128896/1/ICRA22_0323_FI.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/tbme.2010.2051947,Design and Fabrication of a Magnetic Propulsion System for Self-Propelled Capsule Endoscope,2010,10.1109/tbme.2010.2051947,Europe PMC; OpenAlex,https://europepmc.org/article/MED/20542758; https://openalex.org/W2127086686,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2006.03.111,"Design, Development, and Testing of a Remote-Controlled, Stereoscopic (Three-Dimensional) Imaging, Self-Propelled, Wireless Capsule Endoscope",2006,10.1016/j.gie.2006.03.111,Crossref; OpenAlex,https://doi.org/10.1016/j.gie.2006.03.111; https://openalex.org/W2002316198,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.64898/2026.06.14.732152,"Design, Fabrication, and  <i>Ex-vivo</i>  Validation of an Active Capsule Endoscope",2026,10.64898/2026.06.14.732152,Europe PMC,https://europepmc.org/article/PPR/PPR1255248,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/icma.2018.8484692,Design of A Novel Drug-delivery Module for Active Locomotive Intestinal Capsule Endoscopy,2018,10.1109/icma.2018.8484692,OpenAlex,https://openalex.org/W2898002194,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.14243/jsaem.27.19,Design of a self-propelled mechanism to be mounted on a capsule endoscope that made it possible to observe the stomach,2019,10.14243/jsaem.27.19,OpenAlex,https://openalex.org/W2961180173,yes,https://www.jstage.jst.go.jp/article/jsaem/27/1/27_19/_pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/tbme.2025.3550179,Design of Magnetic Actuated Capsule Robot for Liquid Sampling.,2025,10.1109/tbme.2025.3550179,Europe PMC,https://europepmc.org/article/MED/40067724,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1097/meg.0000000000001939,Detachable string magnetically controlled capsule endoscopy for complete observation of the upper gastrointestinal tract,2020,10.1097/meg.0000000000001939,OpenAlex,https://openalex.org/W3087389261,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1055/a-0856-6845,Detachable string magnetically controlled capsule endoscopy for complete viewing of the esophagus and stomach,2019,10.1055/a-0856-6845,OpenAlex,https://openalex.org/W2917233471,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.lanwpc.2020.100072,Detachable string magnetically controlled capsule endoscopy for detecting high-risk varices in compensated advanced chronic liver disease (CHESS1801): A prospective multicenter study,2020,10.1016/j.lanwpc.2020.100072,Europe PMC; OpenAlex,https://europepmc.org/article/MED/34327406; https://openalex.org/W3112821433,yes,http://www.thelancet.com/article/S2666606520300729/pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC8315440/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.3748/wjg.v30.i9.1121,"Detachable string magnetically controlled capsule endoscopy for the noninvasive diagnosis of esophageal diseases: A prospective, blind clinical study.",2024,10.3748/wjg.v30.i9.1121,Europe PMC,https://europepmc.org/article/MED/38577194,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC10989486/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.4253/wjge.v5.i3.138,Detection of active bleeding from gastric antral vascular ectasia by capsule endoscopy,2013,10.4253/wjge.v5.i3.138,Crossref; OpenAlex,https://doi.org/10.4253/wjge.v5.i3.138; https://openalex.org/W2090901068,yes,https://www.wjgnet.com/1948-5190/full/v5/i3/138.htm,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1155/2021/2716559,Development and Application of Magnetically Controlled Capsule Endoscopy in Detecting Gastric Lesions,2021,10.1155/2021/2716559,Europe PMC; OpenAlex,https://europepmc.org/article/MED/35003252; https://openalex.org/W4205560667,yes,https://downloads.hindawi.com/journals/grp/2021/2716559.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC8739542/,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1371/journal.pone.0148035,Development and Testing of a Magnetically Actuated Capsule Endoscopy for Obesity Treatment,2016,10.1371/journal.pone.0148035,OpenAlex,https://openalex.org/W2282353487,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0148035&type=printable,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.asjsur.2024.08.208,Development and validation of a predictive model for capsule retention risk in patients undergoing magnetic control capsule endoscopy for gastric lesions.,2024,10.1016/j.asjsur.2024.08.208,Europe PMC,https://europepmc.org/article/MED/39261168,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1109/iconac.2016.7604899,Development of a self-propelled capsule robot for pipeline inspection,2016,10.1109/iconac.2016.7604899,Crossref,https://doi.org/10.1109/iconac.2016.7604899,no_location_identified,,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.4286/jjmi.81.181,Development of Capsule Endoscope Self-propelled by Linear Motor Mechanism,2011,10.4286/jjmi.81.181,OpenAlex,https://openalex.org/W2320036346,yes,https://www.jstage.jst.go.jp/article/jjmi/81/3/81_3_181/_pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1016/j.gie.2019.10.031,Diagnosis of Barrett’s esophagus and esophageal varices using a magnetically assisted capsule endoscopy system,2019,10.1016/j.gie.2019.10.031,OpenAlex,https://openalex.org/W2982646909,yes,https://nottingham-repository.worktribe.com/output/3349256,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1136/bmj-2023-078581,Diagnostic accuracy of magnetically guided capsule endoscopy with a detachable string for detecting oesophagogastric varices in adults with cirrhosis: prospective multicentre study,2024,10.1136/bmj-2023-078581,Europe PMC; OpenAlex,https://europepmc.org/article/MED/38443074; https://openalex.org/W4392456032,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC10912951/; https://www.bmj.com/content/bmj/384/bmj-2023-078581.full.pdf,precision automated title candidate; manual verification pending
A3,磁控/主动胶囊内镜,doi:10.1097/mcg.0000000000002184,Diagnostic Accuracy of Tethered Control and Magnetically Controlled Capsule Endoscopy in Esophageal Diseases: A Meta-analysis.,2025,10.1097/mcg.0000000000002184,Europe PMC,https://europepmc.org/article/MED/40478204,no_location_identified,,precision automated title candidate; manual verification pending
